01-11-013,mail_online,COULD SAVE,4,SIMPLE SENSOR THAT COULD SAVE A BABY'S LIFE
01-11-013,sun,detected,6,A sensor measuring blood oxygen levels detected 53 cases of major congenital heart disease
01-11-013,times,would identify,4,...carrying out a pulse oximetry test ... would identify newborns with congenital heart defects...
01-11-013,guardian,could save,4,A routine screening test for all newborn babies could save the lives of some with congenital heart defects
01-11-013,independent,can detect,5,Simple test can detect heart defects in babies
01-11-013,bbc,could save,4,A quick and cheap test could save the lives of babies born with congenital heart defects
01-11-015,J_B,more potent than,6,"Analogues of MDMA with modified a-substituents were iteratively designed and synthesised, and found to be up to 10-fold (first generation) and 100-fold (second generation) more potent than the parent amphetamine derivative at promoting lymphoma cell death"
01-11-015,J_T,increased potency,6,"incorporating a phenyl group increased potency against sensitive, Bcl-2-deplete, Burkitt's lymphoma (BL) cells"
01-11-015,P,potential use,4,"significant success in 'redesigning the designer drug' for potential use as a cancer-killing agent in the treatment of leukaemia, lymphoma and myeloma"
01-11-015,mail_online,may help to fight,4,"Modified versions of the dance club drug may help to fight leukaemia, lymphoma and myeloma"
01-11-015,mirror,ould hold the key to beating,4,an illegal rave drug could hold the key to beating cancer
01-11-015,express,could be the key to tackling,4,THE designer drug Ecstasy has been developed into a potent medical treatment that could be the key to tackling blood cancers
01-11-015,telegraph,could be used to trea,4,"the designer drug could be used to treat leukaemia, lymphoma and myeloma"
01-11-015,independent,may be effective,4,"Modified forms of the drug Ecstasy may be effective against leukaemia, lymphoma and myeloma"
01-11-015,daily_star,boosted its ability to destroy,6,modified forms of the rave drug boosted its ability to destroy cancerous cells
01-11-015,bbc,have increased its effectiveness,6,"Ecstasy is known to kill some cancer cells, but scientists have increased its effectiveness 100-fold"
01-11-015,metro,key to treating,6,Ecstasy 'key to treating leukaemia'
01-11-016,J_T,would reduce,4,...abulatory monitoring as a diagnostic strategy for hypertension after an initial raised reading in the clinic would reduce misdiagnosis and save costs...
01-11-016,P,more,2,"...high blood pressure should be diagnosed using ambulatory blood pressure monitoring (repeated measurements throughout a 24-hour period), which is not only more clinically accurate..."
01-11-016,times,is being wrongly,2,...Patients suspected of having high blood pressure are to wear a monitor for 24 hours because the condition is being wrongly diagnosed in millions of people...
01-11-016,guardian,may have been misdiagnose,4,...more than a quarter of patients may have been misdiagnosed for high blood pressure...
01-11-016,telegraph,they potentially give a,4,"...their blood pressure taken in the surgery, meaning they potentially give a misleading reading..."
01-11-016,independent,may have been,4,...one-quarter of the six million people being treated for high blood pressure in the UK may have been misdiagnosed...
01-11-016,scotsman,could have been,4,...potentially a quarter of patients could have been  misdiagnosed...
01-11-016,reuters,is the most cost-effective way,6,...Taking repeated blood pressure readings over a 24-hour period rather than a one-off measurement in the clinic is the most cost-effective way of deciding who should be prescribed drugs for hypertension...
01-11-016,metro,may be wrongly,4,...one in four patients may be wrongly diagnosed with high blood pressure...
01-11-018,J_T,"novel, highly sensitive, and specific biomarker tool",6,"Urine steroid metabolomics is a novel, highly sensitive, and specific biomarker tool for discriminating benign from malignant adrenal tumors"
01-11-018,P,to help to diagnose,6,a urine test to help to diagnose adrenal cancer
01-11-019,J_B,produced,6,the repeated pairing of alcohol's effects with a particular context produced conditioned tolerance to alcohol's effects on a simple test of behavioural inhibition
01-11-019,J_T,can lead to,5,Repeated consumption of alcohol in a particular environment can lead to the emergence of a context-specific CCR
01-11-019,P,can lead,5,drinking alcohol in a context that is unknown can lead people to behave in a more disinhibited way than if they had been drinking in a familiar environment
01-11-019,times,down to,6,"It's all down to the environment, see"
01-11-020,J_B,appears to offer,3,"...supplementation with an encapsulated FV juice powder concentrate, during non-surgical periodontal therapy, appears to offer additional initial pocket depth reductions..."
01-11-020,J_T,appear to improve,3,...adjunctive juice powder concentrates appear to improve initial pocket depth reductions...
01-11-020,P,improved,6,...capsules containing concentrated phytonnutrients improved clinical outcomes...
01-11-021,J_B,impacts on,6,reactivation + extinction impacts on memory mechanisms
01-11-021,J_T,is equally effective in,6,a similar strategy is equally effective in the disruption of appetitive pavlovian cue-food memories
01-11-021,P,is crucial,6,Retrieving a memory is crucial when trying to extinguish it completely
01-11-022,J_B,experience,6,...most men treted for colorectal cancer experience erectile dysfunction as a consequence...
01-11-022,J_T,experience,6,...most men treated for colorectal cancer experience erectile dysfunction as a consequence...
01-11-022,P,are prone to,3,...men suffering from bowel cancer are prone to erectile dysfunction...
01-11-023,J_B,significantly greater,2,only participants in the commercially run programmes (Weight Watchers and Rosemary Conley) had significantly greater weight loss
01-11-023,J_T,more,6,Commercially provided weight management services are more effective and cheaper than primary care based services
01-11-023,P,more effective,6,Commercial weight loss services more effective than primary care
01-11-023,mail_online,you could add,4,Lose just 7lbs and you could add a year to your life
01-11-023,mirror,far better than,6,If you want to fight the flab join a group like Weight Watchers - it'll shift the pounds far better than following an NHS diet plan
01-11-023,express,more,6,Commericial weight loss programmes are more effective and cheaper than schemes run by the NHS
01-11-023,telegraph,more,6,NHS weight loss programmes are more expensive and less effective than WeightWatchers
01-11-023,independent,comprehensively beats,6,the private sector comprehensively beats the NHS when it comes to helping people slim
01-11-023,reuters,more,6,Commercial weight-loss programs such as Weight Watchers and Slimming World are more effective and cheaper than family doctor-based services
01-11-023,metro,lose more,6,"schemes run by Weight Watchers, Slimming World, Rosemary Conley and the like lose more weight"
02-11-001,J_B,association,2,evidence for an association between earlier menarche and increased levels of depressive symptoms in mid-adolescence
02-11-001,J_T,increased risk,6,Early maturing girls are at increased risk of depressive symptoms in adolescence
02-11-001,P,greater risk,6,Girls who begin menstruating at an early age are at greater risk of depressive symptoms during their adolescence
02-11-001,times,greater risk,6,Girls who mature early are at greater risk of depression when they reach their teens
02-11-002,J_B,associations,2,"we report weak but novel associations between dietary patterns in early childhood, and current diet, with general intelligence assessed at 8.5 years of age"
02-11-002,J_T,may be associated,2,"a poor diet associated with high fat, sugar and processed food content in early childhood may be associated with small reductions in IQ in later childhood"
02-11-002,P,may lower,4,"A diet, high in fats, sugars, and processed foods in early childhood may lower IQ"
02-11-002,mail_online,have lower,6,"toddlers who eat more chips, crisps, biscuits and pizza have lower IQ"
02-11-002,sun,lowers,6,junk food lowers a child's IQ
02-11-002,mirror,have higher,6,Youngsters who eat plenty of fruit and salad aged three have higher IQs at eight
02-11-002,express,lowers,6,Proof junk food lowers a child's IQ
02-11-002,times,lowers,6,Feeding children processed foods at a young age lowers their future IQ
02-11-002,telegraph,boost,6,diet does boost your intelligence
02-11-002,independent,may impact,4,Poor diet may impact on IQ of younger children
02-11-002,metro,‘could damage,4,Junk food diet 'could damage your child's IQ
02-11-004,J_T,have increased,6,higher dietary intakes of carotenoids and fruit and vegetables have increased skin b* values
02-11-004,P,most effective way,6,"fruit and vegetables is by far the most effective way to achieve a healthy, golden glow"
02-11-005,J_B,upregulated,6,...study showed that both miR-503 and miR-320 are upregulated...
02-11-005,J_T,is upregulated,6,...microRNA-503 expression in EC is upregulated in culture conditions mimicking diabetes mellitis and ischaemia-associated starvation...
02-11-005,P,increase,4,...micro-RNA   could increase the risk of limb amputation in diabetic patients...
02-11-006,J_B,associated,2,"The data reported here indicate that the physical activity patterns of 10- to 11-yr-old children are associated with the physical activity of their ""best friends"
02-11-006,J_T,engage in higher levels,6,Boys and girls who take part in physical activity with their best friend at home or in the neighborhood where they live engage in higher levels of physical activity
02-11-006,P,have higher levels,6,Boys and girls who take part in physical activity with their best friend in the neighbourhood where they live have higher levels of physical activity
02-11-007,J_T,was higher,2,four-year incidence of obesity was higher between ages 7 and 11 years than between 11 and 15 years
02-11-008,J_B,drives,6,...This paper provides clear evidence that it is the transmission of intergenerational wealth that drives male sibling competition for marriage and reproduction...
02-11-008,J_T,competition increases,6,"...In households where land is inherited, the number of elder brothers reduces a man's agricultural productivity, marriage, and reproductive success, as resources diminish and competition increases with each additional sibling..."
02-11-008,P,leads to,6,...Inherited wealth leads to sibling rivalry...
02-11-009,J_B,can significantly increase,5,...This study shows that aworkplacetransportplan aimed at decreasing car usage through restricted parking can significantly increase active travel through walking and cycling...
02-11-009,J_T,plans aimed at reducing car usage should be considered as a feasible and effective strategy for increasing,6,...This study suggests that transport plans aimed at reducing car usage should be considered as a feasible and effective strategy for increasing health-enhancing physical activity among the workforce...
02-11-009,P,should be considered as a feasible and effective strategy for increasing,6,...A new study suggests that transport plans aimed at reducing car usage should be considered as a feasible and effective strategy for increasing physical activity among the workforce and improving health....
02-11-011,J_B,do engage in,6,...children do engage in active play consistent with that of previous generations and value both the physical and social benefits it provides...
02-11-011,J_T,may increase,4,"...Promoting active play in children's leisure time may increase the physical activity of children, but interventions may need to be tailored according to gender..."
02-11-011,P,do engage in,6,...Today's children do engage in active play...
02-11-012,J_B,showed a persisting prediction of,3,".... Rather, previous prenatal loss showed a persisting prediction of depressive and anxiety symptoms well after what would conventionally be defined as the postnatal period..."
02-11-012,J_T,significantly predicted,3,...Generalised estimating equations indicated that the number of previous miscarriages/stillbirths significantly predicted symptoms of depression...
02-11-012,P,can continue after,5,...Depression following miscarriage can continue after healthy birth...
02-11-012,telegraph,persists after,6,...Miscarriage trauma 'persists after successful birth'...
02-11-013,J_B,There is little evidence f,1,There is little evidence from the current epidemiological literature that increased dietary vitamin D or circulating concentrations of 25(OH)D were importantly associated with risk of prostate cancer
02-11-013,J_T,provides little evidence to support,1,Published literature provides little evidence to support a major role of vitamin D in preventing prostate cancer or its progression
02-11-013,P,do not affect,1,Vitamin D levels do not affect men's chances of developing prostate cancer
02-11-014,J_B,associated with risk,2,"...In persons of white ancestry, idiopathic membranous nephropathy is strongly associated with risk alleles within the HLA locus in general and with HLA-DQA1 in particular, as well as with PLA2R1 alleles on chromosome 2..."
02-11-014,J_T,is most closely associated with,2,...An HLA-DQA1 allele on chromosome 6p21 is most closely associated with idiopathic membranous nephropathy in persons of white ancestry...
02-11-014,P,could help in,4,...New research could help in the treatment of kidney disease...
02-11-015,J_B,and thereby modulates the expression of,6,"... we propose that exposure to PDGF-BB in response to injury to the blood vessel (for example after stenting or vein grafting) causes increased expression of Wnt4 in VSMCs, which leads to activation of Wnt/b-catenin signaling via Fzd1 and thereby modulates the expression of b-catenin responsive genes, including cyclin D1, that cause VSMC proliferation..."
02-11-015,J_T,and was associated with,2,".... b-Catenin signaling was induced in the media and intima at 3 and 28 days after ligation, respectively, and was associated with VSMC proliferation and cyclin D1 expression..."
02-11-015,P,plays a key role in encouraging,6,...Researchers have demonstrated that the Wnt/b-catenin signaling pathway plays a key role in encouraging the growth of VSMC in vivo...
02-11-017,J_B,a strong graded relationship,2,...We found a strong graded relationship between increasing levels of psychological distress and the likelihood of being awarded a new disability pension...
02-11-017,J_T,may be associated with,2,...Mild psychological distress may be associated with more long-term disability than previously acknowledged and its public health importance may be underestimated...
02-11-017,P,can lead to,5,even relatively mild symptoms of psychological stress can lead to long-term disability...
02-11-018,J_B,was positively related,2,...PA as assessed by accelerometry was positively related to BMCC of the mid tibia in a population-based cohort of adolescents...
02-11-018,J_T,is associated with,2,...Vigorous day-to-day PA is associated with indices of BMCC and geometry in adolescents...
02-11-018,P,is important for building,6,...A short burst of vigorous physical activity like running and jogging is important for building bones in children...
02-11-019,J_B,may be highly relevant to the,4,...Our results potentially identify a new pathway involved in this process that may be highly relevant to the neuropathology of Alzheimer's disease given the evidence implicating both caspases and GSK-3 in this disorder...
02-11-019,J_T,is an important mediator of this effect,6,"...We found that a signaling pathway involving caspase-3, Akt1 and glycogen synthase kinase-3b is an important mediator of this effect in rats and mice..."
02-11-019,P,ets off a chain of events that leads to,6,"...How the toxic protein, amyloid, sets off a chain of events that leads to brain cell death during Alzheimer's disease..."
02-11-020,J_B,increases visual attention towards,6,"...among non-smokers andweekly (i.e. light, non-established) cigarette smokers, plain packaging increases visual attention towards health warning information and away from brand information ..."
02-11-020,J_T,appears to increase,4,"...Among non-smokers and non-daily cigarette smokers, plain packaging appears to increase visual attention towards health warning information and away from brand information ..."
02-11-020,P,could help prevent,4,"...Plain cigarette packaging could help prevent people taking up the habit but would have little effect on those who already smoke on a daily basis, according to new research from the UK Centre for Tobacco Studies..."
02-11-021,J_T,correlated with,2,...The heterogeneity was correlated with differences in expression levels of mGlu2 receptors within our Wistar colony and other Wistar substrains...
02-11-022,J_B,is associated with,2,"...prepregnancy weight is associated with greater adiposity and higher BP 16 y after pregnancy, together with our recent findings from this cohort of increased obesity and cardiovascular disease risk factors in the offspring of women who had greater prepregnancy weight..."
02-11-022,J_T,was positively associated with,2,...prepregnancy weight was positively associated with all outcomes...
02-11-022,P,can put women at,5,"...Gaining more than the recommended weight during pregnancy can put women at increased risk of becoming obese and developing related health problems, including high blood pressure, later in life..."
02-11-022,mail_online,"WON'T LOSE EXTRA WEIGHT,",6,"...MOTHERS WON'T LOSE EXTRA WEIGHT, EXPERTSWARN..."
02-11-023,J_B,lower,2,...overweight-obese adults showed lower sweet and salty taste intensity scores compared to normal-weight controls...
02-11-023,J_T,more implicitly attracted to,2,...overweight/obese individuals are more implicitly attracted to sweet...
02-11-023,express,it can be addictive,5,...people are putting their health at risk after research showed that natural fruit juice is so packed with sugar it can be addictive...
02-11-023,guardian,are left with a dulled,6,...those who drink sugary beverages are left with a dulled sensitivity to sweet tastes...
02-11-023,bbc,can dull,5,...too many sugary drinks can dull taste ...
02-11-024,J_B,improved,6,"...In this study, 6*5 h additional time of dietary support led to improved glycaemic control and weight loss and reduced use of diabetes medications over a 12-month period compared with usualcare..."
02-11-024,J_T,can improve,5,...An intensive diet intervention soon after diagnosis can improve glycaemic control.
02-11-024,P,improves b,6,...Dietary advice improves blood sugar control for recently diagnosed type 2 diabetes patients...
02-11-025,J_B,exerting some control on,6,"...Word forms, in and of themselves, exerting some control on affect..."
02-11-025,J_T,exert some control on,6,...word forms exert some control on affect...
02-11-026,J_B,actually,3,"...Fewer than one in six families that were invited actually engaged in a weight-related consultation with their GP,..."
02-11-026,J_T,low take-up,3,...low take-up following the mail-out of an invitation...
02-11-026,P,engaged,3,...fewer than one in six families engaged in a weight-related discussion...
02-11-027,J_B,associated with,2,...further non-MHC genetic loci associated with ankylosing spondylitis...
02-11-027,J_T,convincingly associated with,2,"...three variants in the RUNX3, LTBRTNFRSF1A and IL12B regions convincingly associated with ankylosing spondylitis..."
02-11-027,P,predisposes,3,...an individual's genetic make-up predisposes them to Ankylosing Spondylitis...
02-11-027,times,has linked,3,...has linked eight new DNA variants to the autoimmune disease...
02-11-027,independent,causes of,6,...A genetic breakthrough into the causes of an incurable spine condition.
02-11-028,J_B,are associated with,2,...established risk factors for preeclampsia are associated with greater BP at 8 weeks gestation and greater risk in BP across pregnancy...
02-11-028,J_T,are associated with,2,...Established preeclampsia risk factors are associated with higher BP in early pregnancy and faster BP increases later in gestation in normal pregnancy...
02-11-028,P,could be identified,4,"...by defining pre-eclampsia instead as the extreme end of blood pressure (BP) risk in pregnancy, more women who are at risk could be identified..."
02-11-029,J_B,were associated with,2,Poor complementary feeding practices were associated with higher sodium intakes from the diet
02-11-029,P,due to being fed,6,"salt intake higher than the recommended UK maximum level, due to being fed salty and processed foods"
02-11-029,guardian,too much salt b,2,babies consume too much salt because they are fed too much processed food
02-11-031,J_B,plays a role,6,"the hippocampus plays a role in recognition memory when such memory involves information that has a spatial component, or when the memory contains a temporal/recency component"
02-11-031,J_T,plays a role in,6,the hippocampus plays a role in recognition memory when such memory involves remembering that a particular stimulus occurred in a particular place or when the memory contains a temporal or object recency component
02-11-031,P,the reasons behind,6,"Neuroscientists at the University of Bristol have identified the reasons behind why we are, at times, unable to link a face to a name"
02-11-032,J_B,improved,6,...combined treatment with t-PA and DNase improved the drainage of infected fluid...
02-11-032,J_T,improved,6,...intrapleural t-PA-Dnase therapy improved fluid drainage....
02-11-032,P,improve drainage,6,"...two drugs for breaking up the thick pleural fluid, when used together, improve drainage of the fluid from the chest..."
02-11-033,J_B,induces,6,OGD induces an almost complete depression of AMPAR-mediated synaptic transmission onto CA3 pyramidal neurons of the hippocampus
02-11-033,J_T,indicating a role,6,"The depression of synaptic transmission following OGD was prevented by metabotropic glutamate receptor 1 (mGluR1) or A3 receptor antagonists, indicating a role for both glutamate and adenosine release."
02-11-034,J_B,potent inducers,6,...human SVPs are potent inducers of reparative vascularization and cardiac healing...
02-11-034,J_T,produces,6,...SVP transplantation produces long-term improvement of cardiac function...
02-11-034,P,can help,5,...transplantation of stem cells that reside in human veins can help in the recovery of a heart attack...
02-11-035,J_B,correlated with,2,...this in situ analysis is then correlated with the molecular structure of UspA1...
02-11-035,J_T,angular association,2,...the complex involves an angular association between these two proteins...
02-11-035,P,correlate,2,...has enabled the research team to correlate intricate atomic level detail of UspA1...
02-11-036,J_B,were almost twice as likely to initiate,2,adolescents ... with high exposure to smoking in films were almost twice as likely to initiate smoking as those with low exposure
02-11-036,J_T,are more likely to initiate,2,adolescents in the UK and elsewhere who are exposed to smoking depictions in films are more likely to initiate smoking
02-11-036,P,encourages,6,Smoking in films encourages teenagers to take a drag
02-11-036,telegraph,are more likely to take up,2,teenagers are more likely to take up smoking after seeing film stars in the act
02-11-036,independent,are more likely to take up,2,teenagers are more likely to take up the deadly habit after watching movies which glamorise smoking
02-11-036,sunday_telegraph,are more prone to take up,2,"Teenagers are more prone to take up smoking, a report found last week, if they watch films in which the characters smoke"
02-11-036,bbc,encourages,6,Smoking in films 'encourages teenagers to take it up'
02-11-036,metro,more likely to try,2,that teenagers who watch the most movies containing scenes of smoking are up to 73 per cent more likely to try cigarettes
02-11-037,J_B,were governed by,6,expectations were governed by familiarity with snack foods
02-11-037,J_T,the role,6,Our findings highlight the role of learning in shaping children's beliefs about the postingestive effects of the consumption of foods
02-11-037,P,will expect,6,children who are familiar with a snack food will expect it to be more filling
02-11-038,J_B,role of,6,...The role of syndecan-4 as a sensor of tissue damage in vivo is now apparent...
02-11-038,J_T,was found to retard,6,"...disruption of syndecan-4 or caveolin, gene disruption of RhoG in mice was found to retard closure of dermal wounds..."
02-11-040,J_B,has considerably improved,6,Life expectancy among people with HIV has considerably improved in the UK
02-11-040,J_T,has increased by,6,Life expectancy in people treated for HIV infection has increased by over 15 years
02-11-040,P,has helped,6,improvements in antiretroviral therapy treatment has helped people with the disease to live longer
02-11-040,scotsman,had dramatically improved,6,improvements in antiretroviral treatments had dramatically improved patients' outlook
02-11-040,bbc,has increased,6,"Life expectancy for people with HIV in the UK has increased by 15 years in the past decade, thanks to modern drugs and earlier treatment"
02-11-040,reuters,rose,6,"Life expectancy for people in Britain who have HIV rose by 15 years between 1996 and 2008, thanks largely earlier diagnosis and treatment with better, less toxic drugs"
02-11-041,P,could help repair,4,...stem cells from cord blood could help repair damaged heart muscle...
02-11-042,J_B,had a substantial effect on,6,The IRIS training and support intervention had a substantial effect on... recorded identifi cation of women experiencing domestic violence
02-11-042,J_T,recorded,6,A training and support programme targeted at primary care clinicians and administrative staff ... recorded identification of women experiencing domestic violence
02-11-042,P,can substantially increase,5,"training and support for GPs, practice nurses and GP receptionists can substantially increase the identification of women experiencing domestic violence"
02-11-043,J_B,in reducing the signs of,6,...this study demonstrates clear benefits of n-3 supplementation in reducing the signs of OA in a naturally occurring model of disease...
02-11-043,J_T,reduced,6,...Dietary n-3 PUFA reduced OA in the prone strain...
02-11-043,P,reduced disease by 50 per cent,6,"...omega-3-rich diets fed to guinea pigs, which naturally develop osteoarthritis, reduced disease by 50 per cent compared..."
02-11-044,J_T,that can increase,5,...identify an isolate of Streptococcus thermophilus that can increase growth rate in response to increased iron availability...
02-11-045,J_B,hese effects on,6,These effects on network oscillations and interactions are likely to contribute to the cognitive deficits elicited by exogenous agonists of brain cannabinoid receptors
02-11-045,J_T,caused by,6,disrupted theta-frequency coordination of CA1- mPFC activity in the cognitive deficits caused by exogenous activation of brain cannabinoid receptors.
02-11-045,P,becomes,6,brain activity becomes uncoordinated and inaccurate during these altered states of mind
02-11-046,J_B,is an essential molecular determinant for,6,"...The three-amino-acid motif in the S3-S4 loop of SK channels (SLV in rSK1, TYA in hSK1, SYA in SK2, and SYT in SK3) is an essential molecular determinant for apamin sensitivity..."
02-11-046,J_T,a change in pore shape underlies,6,"...This motif is required for binding and block by apamin, suggesting that a change in pore shape underlies allosteric block..."
02-11-048,J_B,less likely,2,Infants born between 32 and 36 weeks gestations are less likely to achieve the expected level in teacher assessments at age 7
02-11-048,J_T,less likely,2,Children born late-preterm are less likely to be successful in early school assessments
02-11-048,P,fare less well,2,Babies born 32-36 weeks fare less well at school
02-11-049,J_B,indicate a link between,3,...These results indicate a link between the physiological role of an important tumor suppressor gene (WT1) and regulation of the angiogenic or antiangiogenic properties of VEGF and other genes by alternative splicing...
02-11-049,J_T,"was reversed by wild-type WT1, knock- down of SRSF1, or SRPK1 and inhibition of SRPK1, which prevented in vitro and in vivo",6,"...Altered VEGF splicing was reversed by wild-type WT1, knock- down of SRSF1, or SRPK1 and inhibition of SRPK1, which prevented in vitro and in vivo angiogenesis and associated tumor growth..."
02-11-049,P,responsible for,6,...scientists have discovered a new way to target cancer through manipulating a master switch; responsible for cancer cell growth...
02-11-049,mail_online,responsible for,6,...a master switch responsible for cell growth...
02-11-049,mirror,contro,6,mutations in the DNA of cancer control how parts of genes slot together to create proteins vital to tumour growth...
02-11-050,J_B,may underlie,4,This form of synaptic plasticity may underlie the mAChR role in prefrontal cortex-dependent learning and memory
02-11-050,J_T,can be critical for,5,...these results show that synaptic stimulation of muscarinic receptors alone can be critical for plastic changes in excitatory synaptic transmission in the mPFC...
02-11-050,P,can weaken,5,discovered that a chemical compound in the brain can weaken the synaptic connections between neurons
02-11-051,J_B,or virtually the same cost,3,it was possible to eat a healthy diet for virtually the same cost at a midrange supermarket
02-11-051,J_T,would not necessarily incur,3,"eating healthily would not necessarily incur prohibitive, additional financial cost"
02-11-051,express,can cost people less,5,...HAVING a healthy diet can cost people less than eating junk food...
02-11-052,J_B,inhibits,6,...AAV-mediated cardiac NGF overexpression inhibits the development of cardiomyopathy in mice with streptozotocin-induced type 1 diabetes...
02-11-052,J_T,were spared,6,...the diabetic mice receiving NGF gene transfer via either AAV2 or AAV9 were spared the progressive deterioration of cardiac function and left ventricular chamber dilatation observed in b-Gal-injected diabetic mice...
02-11-053,P,associated with,2,three new genetic variants associated with the skin condition eczema
02-11-054,J_B,fewer patients prescribed ARBs and ACE-Is went on to develop,2,...we found that fewer patients prescribed ARBs and ACE-Is went on to develop probable AD...
02-11-054,J_T,inverse dose relationship between,2,...there was an inverse dose relationship between ARBs and ACE-Is with AD...
02-11-054,mail_online,cuts the risk of,2,...taking newer blood pressure drugs cuts the risk of Alzheimer's by up to 50 per cent...
02-11-054,sun,could dramatically slash the risk,6,...blood pressure drugs could dramatically slash the risk of Alzheimer's disease...
02-11-054,telegraph,50 per cent less likely to develop,2,...a particular type of blood pressure lowering drug were 50 per cent less likely to develop Alzheimer's...
03-11-001,J_B,safely adapts,6,"closed-loop insulin delivery was associated with nearly normoglycemia overnight, both in early and in late pregnancy, suggesting that the MPC algorithm safely adapts insulin delivery for advancing gestational age."
03-11-001,J_T,was maintained,6,...MPC algorithm performance was maintained throughout pregnancy...
03-11-001,sun,can help,5,"...an ""artificial pancreas"" can help pregnant women with type 1 diabetes..."
03-11-001,scotsman,helps to keep,6,"...the device, which is worn on the side of the body, helps to keep blood sugar levels under control..."
03-11-001,reuters,"provided the right amount of insulin at the right time, maintained",6,"...researchers used a so-called ""closed-loop insulin delivery system"" or artificial pancreas, in 10 pregnant women with Type 1 diabetes and found it provided the right amount of insulin at the right time, maintained near normal blood sugar..."
03-11-002,J_B,enhances the dilation state of,6,...we show here that the allogeneic paternal H2-K expressed on fetal trophoblast  enhances the dilation state of maternal blood vessels...
03-11-002,J_T,affects,6,"...Antigenic disparity between parental MHCs affects trophoblast-induced transformation of the uterine vasculature and, consequently, placental and fetal gowth ...."
03-11-002,P,optimises foetal nourishment,6,...immune interaction optimises foetal nourishment during pregnancy...
03-11-003,J_B,a central role,6,"...our work has uncovered a central role for the intestine in the execution of extensive (and previously uncharacterized in invertebrates) homeostatic regulation subsequent to the decision whether or not to eat, and has identified intestinalneurons and systemicsignals as key mediators of the crosstalk between internal organs..."
03-11-003,J_T,a key homeostatic role,6,...we then identify a key homeostatic role for autonomic neurons and hormones...
03-11-003,P,helps regulate,6,...clues about how the human gut helps regulate our appetite have come from a most unusual source - fruit fly faeces...
03-11-004,J_B,ubstantially better mean blood pressure,2,...patients randomly assigned to initial combination treatment with both aliskiren and amlodipine had substantially better mean blood pressure reduction over the fi rst 24 weeks than did patients starting on either drug as monotherapy...
03-11-004,J_T,reater reduction in mean systolic blood pressure than,2,...greater reduction in mean systolic blood pressure than the monotherapy groups ...
03-11-004,P,produces better and faster results,6,...starting treatment of blood pressure with two medicines rather than the one produces better and faster results and fewer side effects...
03-11-004,express,could prevent,4,"...A NEW two-in-one pill for treating high blood pressure could prevent 5,000 strokes a year, a study suggests..."
03-11-004,telegraph,reduced their blood pressure quickly,6,...patients started on the combined drugs reduced their blood pressure quickly ...
03-11-004,mail_sunday,far more effective,6,...a combination pill has been shown to be far more effective than stand-alone blood pressure medicines.
